loan_id,age,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,employment_years,num_credit_lines,debt_to_income,loan_purpose,home_ownership,default
L04231,56,95513,18081,24,11.11,625,3,3,0.189,car,RENT,0
L04232,25,75657,14938,60,14.94,316,1,8,0.197,education,OWN,0
L04233,26,47881,7717,36,17.56,641,3,7,0.161,education,MORTGAGE,0
L04234,22,47571,14282,48,19.23,548,22,1,0.3,car,MORTGAGE,0
L04235,25,46577,49659,36,9.67,476,5,4,1.066,vacation,MORTGAGE,0
L04236,33,90741,44065,12,11.11,656,25,5,0.486,home_improvement,MORTGAGE,0
L04237,48,52920,16201,60,10.86,794,21,3,0.306,debt_consolidation,RENT,0
L04238,63,77846,18289,36,11.89,334,3,4,0.235,home_improvement,OWN,0
L04239,44,76445,26406,36,23.99,706,17,7,0.345,home_improvement,RENT,0
L04240,46,58411,33286,24,19.78,309,4,8,0.57,vacation,MORTGAGE,0
L04241,42,28870,14873,48,23.52,830,10,9,0.515,debt_consolidation,RENT,0
L04242,45,53309,18512,48,18.17,834,12,2,0.347,home_improvement,MORTGAGE,0
L04243,46,57645,30927,24,12.72,394,2,4,0.537,car,MORTGAGE,0
L04244,53,78002,25461,24,12.41,749,18,1,0.326,car,MORTGAGE,0
L04245,53,55350,22710,12,14.28,519,19,3,0.41,debt_consolidation,MORTGAGE,0
L04246,26,33245,21952,60,12.92,395,10,8,0.66,home_improvement,OWN,0
L04247,57,72782,15448,48,20.74,680,10,7,0.212,medical,OWN,0
L04248,63,50904,17198,24,13.84,506,20,8,0.338,education,RENT,0
L04249,63,15000,9622,24,10.62,545,26,6,0.641,medical,RENT,0
L04250,60,60849,42848,60,19.72,809,1,5,0.704,debt_consolidation,RENT,0
L04251,37,64013,4402,24,21.23,382,21,9,0.069,education,RENT,1
L04252,54,39827,38324,12,12.99,616,14,5,0.962,debt_consolidation,MORTGAGE,0
L04253,42,51543,30467,60,17.69,404,21,9,0.591,medical,RENT,1
L04254,30,66838,36961,12,6.12,669,7,4,0.553,home_improvement,MORTGAGE,0
L04255,27,60972,45007,36,15.06,479,1,5,0.738,home_improvement,RENT,0
L04256,56,26872,22739,48,5.85,382,7,1,0.846,vacation,MORTGAGE,0
L04257,60,77563,20518,24,5.55,831,23,6,0.265,education,RENT,0
L04258,43,85713,28547,60,16.65,800,19,3,0.333,debt_consolidation,RENT,0
L04259,62,45816,30936,12,10.76,647,22,2,0.675,home_improvement,RENT,0
L04260,26,20622,22287,48,19.11,571,14,6,1.081,medical,MORTGAGE,0
L04261,63,68880,43351,48,22.03,630,15,1,0.629,education,RENT,0
L04262,44,42884,27476,24,7.65,688,12,9,0.641,medical,MORTGAGE,0
L04263,38,64638,14875,48,18.77,436,22,5,0.23,car,MORTGAGE,0
L04264,33,94639,12686,24,14.78,660,16,7,0.134,home_improvement,RENT,0
L04265,44,27166,19536,36,7.13,581,13,9,0.719,vacation,RENT,0
L04266,37,40660,36062,24,17.38,501,28,9,0.887,vacation,MORTGAGE,0
L04267,24,51499,27041,12,16.58,830,13,7,0.525,education,RENT,0
L04268,51,78250,33653,48,14.8,315,0,4,0.43,debt_consolidation,MORTGAGE,0
L04269,43,119001,23673,48,22.6,413,23,4,0.199,car,RENT,0
L04270,30,59447,12367,48,14.9,367,26,7,0.208,education,OWN,0
L04271,50,25619,21629,24,23.82,329,0,8,0.844,medical,MORTGAGE,0
L04272,58,48780,48105,60,14.68,818,2,7,0.986,medical,MORTGAGE,0
L04273,44,41052,25100,24,7.2,321,21,4,0.611,debt_consolidation,RENT,0
L04274,34,67988,8654,12,13.94,730,23,4,0.127,vacation,MORTGAGE,0
L04275,53,61783,27063,24,8.46,329,14,8,0.438,vacation,MORTGAGE,0
L04276,44,36247,21322,48,16.35,709,4,9,0.588,medical,OWN,0
L04277,38,39997,21010,36,18.17,348,4,7,0.525,debt_consolidation,OWN,0
L04278,61,48518,14693,12,13.9,624,3,3,0.303,education,OWN,0
L04279,42,50691,11241,36,6.86,787,13,1,0.222,home_improvement,MORTGAGE,0
L04280,23,54240,31778,12,13.9,597,19,5,0.586,education,MORTGAGE,0
L04281,58,55879,38843,12,6.55,480,6,6,0.695,car,RENT,0
L04282,27,77227,14651,48,17.96,421,21,9,0.19,vacation,RENT,1
L04283,39,47868,27966,24,20.02,423,23,5,0.584,education,MORTGAGE,0
L04284,51,45215,11275,48,23.29,752,14,1,0.249,vacation,RENT,0
L04285,43,30902,47606,48,7.83,565,10,4,1.541,vacation,MORTGAGE,0
L04286,54,50970,3658,48,15.12,327,13,2,0.072,home_improvement,OWN,0
L04287,51,59611,30963,36,15.78,558,5,4,0.519,home_improvement,RENT,0
L04288,38,23966,8932,12,22.53,376,26,7,0.373,education,RENT,0
L04289,64,48836,16248,60,16.92,731,9,9,0.333,car,OWN,0
L04290,53,75885,26437,24,7.76,334,6,3,0.348,vacation,MORTGAGE,1
L04291,63,66669,41727,48,13.29,735,9,3,0.626,medical,RENT,0
L04292,35,61721,20201,12,17.44,413,13,4,0.327,vacation,RENT,0
L04293,31,66181,43150,24,18.31,361,25,7,0.652,car,MORTGAGE,1
L04294,57,44673,26355,60,21.4,351,4,6,0.59,education,RENT,0
L04295,55,42275,16999,60,8.43,415,21,5,0.402,car,OWN,0
L04296,30,77894,8376,48,23.08,346,0,4,0.108,medical,OWN,0
L04297,63,69915,5476,60,6.12,737,18,8,0.078,home_improvement,RENT,0
L04298,49,41567,6366,60,23.69,711,27,4,0.153,medical,RENT,0
L04299,32,21182,27733,24,21.3,400,7,3,1.309,car,RENT,1
L04300,35,41940,14458,24,17.55,578,18,7,0.345,medical,RENT,0
L04301,60,64783,34795,48,18.96,406,29,2,0.537,vacation,OWN,1
L04302,40,43151,22615,12,6.38,334,16,4,0.524,car,OWN,1
L04303,36,60941,13164,48,5.79,658,18,8,0.216,education,MORTGAGE,0
L04304,49,80555,41316,36,6.93,301,27,4,0.513,home_improvement,OWN,0
L04305,45,53325,5024,60,6.66,791,15,7,0.094,home_improvement,RENT,0
L04306,29,59211,31559,12,15.4,571,3,2,0.533,medical,RENT,0
L04307,64,67328,3264,24,9.09,443,7,5,0.048,medical,RENT,0
L04308,30,35522,11047,36,21.34,734,24,4,0.311,medical,RENT,0
L04309,54,41085,46985,36,13.47,750,3,9,1.144,education,MORTGAGE,0
L04310,54,68070,8587,60,18.21,527,12,7,0.126,vacation,RENT,0
L04311,40,55665,8577,24,17.4,844,27,9,0.154,home_improvement,RENT,0
L04312,24,57191,19635,12,11.08,513,6,7,0.343,car,MORTGAGE,0
L04313,31,55599,47564,24,9.62,547,0,2,0.855,car,MORTGAGE,0
L04314,61,72609,5870,60,11.51,707,8,2,0.081,home_improvement,MORTGAGE,0
L04315,63,62842,36094,36,20.14,352,26,2,0.574,education,RENT,0
L04316,22,63078,11217,60,16.14,613,27,5,0.178,medical,RENT,0
L04317,50,76999,19602,48,9.82,673,3,1,0.255,debt_consolidation,RENT,0
L04318,55,83918,2605,36,20.54,336,13,7,0.031,medical,RENT,0
L04319,34,95384,24343,60,6.04,823,29,2,0.255,education,OWN,0
L04320,22,44577,15003,12,18.28,383,8,4,0.337,home_improvement,MORTGAGE,0
L04321,55,99449,45257,12,13.34,393,29,9,0.455,vacation,MORTGAGE,0
L04322,50,35258,34089,12,18.89,714,2,8,0.967,medical,RENT,0
L04323,34,89834,19661,48,22.62,641,14,2,0.219,car,RENT,0
L04324,50,43588,18782,24,19.25,849,26,4,0.431,vacation,MORTGAGE,0
L04325,60,53759,32029,12,13.4,720,28,4,0.596,home_improvement,OWN,0
L04326,45,55334,15487,48,7.87,647,4,2,0.28,debt_consolidation,MORTGAGE,0
L04327,47,39394,49501,12,20.32,427,0,2,1.257,medical,MORTGAGE,0
L04328,38,56560,41042,48,13.75,451,10,5,0.726,vacation,MORTGAGE,0
L04329,28,40323,24065,12,6.43,821,18,4,0.597,vacation,MORTGAGE,0
L04330,34,32771,12844,24,18.66,337,4,8,0.392,car,RENT,0
L04331,26,54302,21323,60,10.55,726,21,4,0.393,medical,MORTGAGE,0
L04332,47,83617,27397,12,5.93,404,28,8,0.328,debt_consolidation,OWN,0
L04333,24,50427,47957,60,22.15,464,23,5,0.951,vacation,RENT,1
L04334,28,71938,19328,12,14.18,843,16,1,0.269,car,RENT,0
L04335,60,39778,45739,24,10.34,511,18,9,1.15,medical,RENT,0
L04336,22,31897,40733,60,18.61,825,16,8,1.277,medical,RENT,0
L04337,38,63169,47389,48,21.83,431,4,1,0.75,debt_consolidation,RENT,0
L04338,64,86601,31715,12,5.01,451,23,3,0.366,car,OWN,0
L04339,46,58761,41116,12,18.07,395,19,3,0.7,debt_consolidation,MORTGAGE,0
L04340,24,69879,19580,48,19.57,802,28,5,0.28,vacation,OWN,0
L04341,36,81912,2823,24,8.99,821,26,7,0.034,education,RENT,0
L04342,50,54342,28472,36,14.3,673,8,1,0.524,home_improvement,RENT,0
L04343,64,52262,9084,12,6.7,315,21,1,0.174,home_improvement,RENT,0
L04344,53,63497,14455,48,19.19,317,5,6,0.228,debt_consolidation,MORTGAGE,0
L04345,47,66700,12607,36,21.1,708,26,5,0.189,debt_consolidation,MORTGAGE,0
L04346,37,29818,18919,12,7.06,306,20,3,0.634,education,RENT,0
L04347,46,60323,49004,60,20.51,544,12,3,0.812,education,OWN,1
L04348,49,54987,21394,48,19.66,428,25,4,0.389,education,MORTGAGE,0
L04349,30,40788,12819,60,11.59,754,20,2,0.314,education,RENT,1
L04350,22,53743,13969,24,18.12,371,10,9,0.26,home_improvement,RENT,0
L04351,50,34024,19333,36,5.0,459,22,4,0.568,vacation,MORTGAGE,0
L04352,43,27803,13700,48,22.7,386,23,3,0.493,education,MORTGAGE,1
L04353,37,56203,33792,12,15.46,700,22,7,0.601,education,RENT,0
L04354,62,71237,35311,12,16.79,761,0,9,0.496,debt_consolidation,RENT,0
L04355,62,48748,38668,36,17.63,828,16,2,0.793,education,MORTGAGE,0
L04356,28,37706,13945,60,15.67,388,25,6,0.37,vacation,RENT,0
L04357,35,40504,38992,60,21.28,305,5,5,0.963,vacation,MORTGAGE,0
L04358,50,64881,48526,48,16.58,383,2,1,0.748,car,RENT,0
L04359,40,85012,49717,48,22.25,549,15,7,0.585,vacation,RENT,0
L04360,40,68868,37634,60,16.06,715,12,1,0.546,education,RENT,0
L04361,23,78414,20630,48,8.25,371,11,9,0.263,medical,MORTGAGE,0
L04362,62,36142,43036,60,22.36,411,24,4,1.191,education,MORTGAGE,0
L04363,36,53669,26944,36,17.95,471,10,8,0.502,home_improvement,MORTGAGE,0
L04364,24,73336,25360,48,18.29,572,22,1,0.346,home_improvement,RENT,0
L04365,32,29814,14813,60,23.72,829,1,5,0.497,debt_consolidation,MORTGAGE,0
L04366,51,43149,6601,48,6.43,618,27,3,0.153,debt_consolidation,MORTGAGE,0
L04367,61,71956,14930,12,13.14,381,29,4,0.207,car,RENT,0
L04368,39,59651,6333,12,9.54,374,18,4,0.106,education,MORTGAGE,0
L04369,23,37628,7399,24,16.98,728,7,8,0.197,car,MORTGAGE,0
L04370,53,25645,19839,60,20.33,759,12,3,0.774,medical,MORTGAGE,0
L04371,29,79071,42204,24,23.36,645,13,1,0.534,debt_consolidation,MORTGAGE,0
L04372,43,18039,22195,60,13.64,548,14,5,1.23,home_improvement,MORTGAGE,0
L04373,27,66383,29848,48,19.94,686,16,2,0.45,medical,MORTGAGE,0
L04374,33,45405,25693,60,22.42,662,14,6,0.566,debt_consolidation,RENT,0
L04375,61,73847,49715,12,17.98,595,20,4,0.673,medical,MORTGAGE,0
L04376,57,36241,48729,48,9.61,367,9,9,1.345,education,RENT,0
L04377,36,102066,42854,12,16.55,737,0,7,0.42,vacation,MORTGAGE,0
L04378,49,62241,38450,48,23.43,831,11,2,0.618,vacation,MORTGAGE,0
L04379,39,65207,3854,60,23.76,432,8,7,0.059,medical,MORTGAGE,0
L04380,23,41085,33558,60,17.2,594,22,8,0.817,debt_consolidation,MORTGAGE,0
L04381,34,52599,4985,12,21.85,595,4,3,0.095,vacation,RENT,0
L04382,36,53065,45585,36,8.81,332,21,3,0.859,vacation,OWN,0
L04383,41,87329,21278,60,9.68,673,26,2,0.244,medical,RENT,0
L04384,50,62210,42264,36,23.1,331,14,1,0.679,vacation,RENT,0
L04385,63,64788,35326,48,7.57,604,2,3,0.545,education,OWN,1
L04386,50,64587,21280,36,8.63,407,18,7,0.329,home_improvement,OWN,0
L04387,24,66314,36022,12,12.99,395,6,9,0.543,vacation,RENT,0
L04388,40,29989,17667,24,16.2,365,6,9,0.589,education,RENT,0
L04389,24,91886,20065,24,16.47,820,6,6,0.218,medical,RENT,0
L04390,35,39205,23655,12,10.55,529,1,6,0.603,vacation,MORTGAGE,0
L04391,61,54308,12006,24,22.49,657,1,5,0.221,vacation,OWN,0
L04392,25,82566,8283,12,22.39,701,26,2,0.1,car,RENT,0
L04393,32,89823,43622,60,12.45,398,11,7,0.486,medical,MORTGAGE,0
L04394,52,69507,47076,36,13.25,570,4,1,0.677,medical,RENT,0
L04395,64,45915,5325,24,18.35,661,3,6,0.116,education,MORTGAGE,0
L04396,53,57299,32783,60,17.6,463,6,4,0.572,car,RENT,0
L04397,48,58005,5143,24,12.26,827,15,3,0.089,car,MORTGAGE,0
L04398,51,58643,37805,48,12.87,468,2,1,0.645,education,RENT,1
L04399,64,32859,14417,12,11.61,320,20,6,0.439,home_improvement,MORTGAGE,0
L04400,23,77681,33300,12,9.47,839,1,7,0.429,vacation,OWN,0
L04401,30,57422,28526,60,13.7,696,16,1,0.497,debt_consolidation,RENT,0
L04402,49,42000,30896,48,18.04,335,8,1,0.736,debt_consolidation,RENT,0
L04403,52,46028,39443,36,19.1,794,28,7,0.857,car,RENT,0
L04404,55,59857,29606,48,19.8,613,19,6,0.495,medical,MORTGAGE,0
L04405,36,29747,41916,48,12.12,789,7,7,1.409,medical,RENT,0
L04406,46,70811,9551,36,19.53,575,28,8,0.135,education,MORTGAGE,0
L04407,57,59225,37436,36,5.12,532,11,8,0.632,home_improvement,MORTGAGE,0
L04408,29,83182,49680,48,14.06,735,6,9,0.597,debt_consolidation,RENT,0
L04409,30,56396,4246,24,20.08,305,13,9,0.075,education,RENT,0
L04410,58,35465,41421,24,16.97,834,27,7,1.168,education,MORTGAGE,0
L04411,60,33439,45901,48,14.01,543,15,9,1.373,medical,RENT,0
L04412,53,47967,9649,24,17.25,540,0,6,0.201,home_improvement,RENT,1
L04413,38,49871,43209,36,22.23,572,9,9,0.866,home_improvement,MORTGAGE,0
L04414,56,44789,2888,36,15.76,374,10,2,0.064,car,RENT,0
L04415,58,57312,43983,24,20.2,582,6,2,0.767,debt_consolidation,OWN,0
L04416,40,44332,31424,36,23.63,834,17,6,0.709,home_improvement,RENT,0
L04417,50,59575,43559,12,18.41,386,18,3,0.731,home_improvement,MORTGAGE,1
L04418,28,45628,13075,36,15.89,448,13,2,0.287,home_improvement,RENT,0
L04419,49,66370,24699,48,5.71,449,16,8,0.372,debt_consolidation,MORTGAGE,0
L04420,30,49418,49972,60,12.12,459,22,7,1.011,car,RENT,0
L04421,49,77431,11950,24,15.74,745,18,8,0.154,vacation,RENT,0
L04422,27,66741,7413,24,20.15,381,21,6,0.111,medical,MORTGAGE,0
L04423,50,58484,41305,36,13.32,306,27,9,0.706,education,RENT,1
L04424,38,51261,5569,36,23.24,481,12,9,0.109,education,RENT,0
L04425,37,27657,3242,60,10.16,825,22,2,0.117,debt_consolidation,RENT,0
L04426,44,80443,39097,60,19.15,777,2,5,0.486,debt_consolidation,MORTGAGE,0
L04427,52,42746,32085,48,12.96,482,1,9,0.751,education,RENT,0
L04428,24,56633,12487,12,14.23,613,24,3,0.22,debt_consolidation,MORTGAGE,0
L04429,42,61188,20309,48,20.25,473,8,5,0.332,vacation,OWN,0
L04430,47,51696,32771,24,10.63,313,6,8,0.634,medical,RENT,0
L04431,57,79382,28638,36,6.84,599,13,2,0.361,medical,RENT,0
L04432,63,33015,38163,48,14.88,372,4,6,1.156,home_improvement,MORTGAGE,1
L04433,58,86210,23615,36,15.05,813,19,4,0.274,education,MORTGAGE,0
L04434,43,67088,10039,36,20.15,642,14,6,0.15,education,MORTGAGE,1
L04435,63,50564,10198,48,23.4,695,19,3,0.202,education,RENT,0
L04436,33,50765,36354,48,6.05,632,0,6,0.716,home_improvement,RENT,0
L04437,63,15097,5824,60,16.24,654,19,7,0.386,education,MORTGAGE,0
L04438,34,39731,25999,12,17.94,462,6,3,0.654,car,OWN,0
L04439,32,48629,5436,60,23.73,415,29,5,0.112,debt_consolidation,MORTGAGE,0
L04440,37,58169,30014,12,22.91,702,4,8,0.516,car,RENT,0
L04441,29,77672,42857,48,18.54,378,24,2,0.552,debt_consolidation,MORTGAGE,0
L04442,61,91675,18057,12,14.91,746,3,7,0.197,medical,RENT,0
L04443,61,59900,3310,24,8.07,307,10,1,0.055,education,RENT,0
L04444,23,58700,11819,60,12.3,322,18,7,0.201,car,MORTGAGE,0
L04445,51,46173,15457,60,16.12,842,5,1,0.335,medical,OWN,0
L04446,51,24128,2477,60,18.78,713,19,4,0.103,home_improvement,RENT,0
L04447,33,44095,10906,36,17.07,708,26,4,0.247,education,MORTGAGE,0
L04448,31,51300,11868,36,18.57,321,28,5,0.231,medical,OWN,0
L04449,32,72557,20546,48,13.15,702,17,2,0.283,vacation,RENT,0
L04450,36,64351,35276,48,18.82,456,4,6,0.548,car,MORTGAGE,0
L04451,37,58987,9319,36,7.73,629,29,6,0.158,education,RENT,0
L04452,38,44545,35149,60,8.09,321,28,8,0.789,education,RENT,0
L04453,47,19321,3845,36,8.09,771,19,1,0.199,debt_consolidation,RENT,0
L04454,23,20408,25684,12,21.93,563,14,4,1.259,medical,OWN,0
L04455,33,25052,31858,60,6.44,602,20,2,1.272,education,RENT,0
L04456,47,49743,47330,36,20.23,764,27,8,0.951,education,MORTGAGE,0
L04457,44,72892,44678,48,9.44,463,24,4,0.613,car,OWN,0
L04458,39,72407,28667,36,13.9,435,19,8,0.396,debt_consolidation,RENT,0
L04459,53,69286,27293,24,22.4,551,5,2,0.394,education,MORTGAGE,0
L04460,59,45728,26893,36,16.13,504,3,4,0.588,education,MORTGAGE,0
L04461,24,75596,6629,60,8.99,601,16,9,0.088,car,OWN,0
L04462,59,38240,7704,36,10.4,541,14,5,0.201,car,RENT,0
L04463,24,70361,3776,48,22.49,360,17,6,0.054,vacation,RENT,0
L04464,51,24857,49996,12,13.12,764,5,9,2.011,medical,MORTGAGE,0
L04465,22,33811,33236,24,16.15,601,23,9,0.983,vacation,RENT,0
L04466,51,84747,3244,60,13.74,771,24,7,0.038,home_improvement,RENT,0
L04467,53,51330,3333,48,12.19,693,19,2,0.065,education,OWN,0
L04468,49,42742,5669,24,9.24,558,21,7,0.133,car,RENT,0
L04469,42,74849,19584,36,18.04,841,18,9,0.262,medical,MORTGAGE,0
L04470,34,76912,29277,24,18.65,829,11,2,0.381,home_improvement,MORTGAGE,0
L04471,48,47200,3933,12,10.22,486,8,7,0.083,education,OWN,0
L04472,57,60012,35514,24,19.99,511,7,7,0.592,home_improvement,MORTGAGE,0
L04473,28,57464,43800,24,21.24,334,27,3,0.762,vacation,OWN,1
L04474,43,15000,26357,36,22.49,446,14,6,1.757,home_improvement,MORTGAGE,0
L04475,31,29874,29071,36,8.06,581,0,8,0.973,debt_consolidation,OWN,0
L04476,60,71960,8827,60,10.77,846,28,8,0.123,debt_consolidation,RENT,0
L04477,36,40013,32844,36,21.35,548,1,3,0.821,debt_consolidation,MORTGAGE,0
L04478,36,64537,27664,24,8.77,356,25,6,0.429,education,MORTGAGE,0
L04479,25,59734,2792,12,5.07,604,29,2,0.047,home_improvement,MORTGAGE,0
L04480,53,76877,41695,36,21.55,821,24,2,0.542,education,MORTGAGE,0
L04481,44,30451,19651,60,11.2,660,25,8,0.645,education,RENT,1
L04482,27,62095,44510,60,12.88,536,2,5,0.717,car,RENT,0
L04483,45,53822,41137,24,13.48,533,29,5,0.764,medical,RENT,1
L04484,41,40784,49568,36,21.12,522,18,4,1.215,debt_consolidation,RENT,0
L04485,58,40657,21074,36,11.42,626,9,4,0.518,debt_consolidation,RENT,0
L04486,41,59094,9874,60,21.95,397,24,8,0.167,debt_consolidation,OWN,0
L04487,33,66334,18676,36,16.72,525,13,3,0.282,vacation,MORTGAGE,0
L04488,54,56144,41632,24,15.02,788,18,3,0.742,vacation,RENT,0
L04489,49,56704,38790,12,11.19,777,25,8,0.684,debt_consolidation,OWN,0
L04490,29,46027,20032,24,9.63,633,27,3,0.435,debt_consolidation,RENT,0
L04491,22,47220,32885,36,16.86,811,10,2,0.696,education,MORTGAGE,0
L04492,58,40735,13008,24,13.49,681,20,5,0.319,vacation,MORTGAGE,0
L04493,43,45665,46870,48,22.3,722,5,3,1.026,medical,MORTGAGE,0
L04494,27,65704,45878,48,14.34,647,18,6,0.698,car,RENT,0
L04495,42,67715,7171,36,14.72,452,13,7,0.106,medical,OWN,0
L04496,53,32034,11589,36,12.92,751,25,3,0.362,education,MORTGAGE,0
L04497,56,38864,20077,12,20.0,589,7,9,0.517,car,OWN,0
L04498,36,42212,8710,24,13.07,418,1,1,0.206,home_improvement,MORTGAGE,0
L04499,26,53847,22236,12,10.12,513,21,7,0.413,home_improvement,RENT,0
L04500,27,24703,40227,36,21.38,738,17,4,1.628,medical,RENT,0
L04501,46,39179,16937,36,16.34,746,24,7,0.432,vacation,RENT,0
L04502,61,30059,11754,60,16.24,341,21,9,0.391,debt_consolidation,MORTGAGE,0
L04503,50,62208,27688,12,16.61,694,24,9,0.445,home_improvement,OWN,0
L04504,28,54465,9048,36,18.66,546,29,1,0.166,education,RENT,0
L04505,61,46674,24568,48,10.95,590,3,4,0.526,vacation,RENT,0
L04506,34,35861,34047,60,5.64,547,27,7,0.949,vacation,OWN,1
L04507,59,46952,11483,24,20.4,748,2,6,0.245,car,MORTGAGE,0
L04508,39,44835,19545,60,7.45,383,1,9,0.436,home_improvement,RENT,0
L04509,23,84423,19413,24,18.71,520,23,7,0.23,medical,RENT,0
L04510,29,72946,30913,48,6.56,350,3,3,0.424,education,OWN,1
L04511,32,42567,47217,24,12.13,849,17,7,1.109,vacation,RENT,0
L04512,54,57973,35746,12,6.2,486,10,5,0.617,medical,OWN,0
L04513,59,71995,10709,24,14.92,824,8,2,0.149,medical,OWN,0
L04514,48,42561,27358,24,17.41,522,27,3,0.643,education,MORTGAGE,0
L04515,41,29492,13023,60,8.26,764,7,6,0.442,home_improvement,MORTGAGE,0
L04516,33,22656,31851,48,12.06,718,20,6,1.406,education,RENT,0
L04517,64,77900,30756,24,22.67,386,7,7,0.395,medical,MORTGAGE,0
L04518,52,51560,13145,12,13.41,558,4,6,0.255,medical,MORTGAGE,0
L04519,48,60243,23192,60,20.25,480,12,9,0.385,debt_consolidation,RENT,1
L04520,53,44663,49259,48,22.62,610,6,5,1.103,education,RENT,0
L04521,31,32177,20839,48,23.51,472,20,5,0.648,medical,MORTGAGE,0
L04522,24,35536,29410,36,22.07,621,28,8,0.828,debt_consolidation,MORTGAGE,0
L04523,48,30861,42160,12,11.03,639,4,8,1.366,home_improvement,RENT,0
L04524,56,70299,13447,60,23.29,795,12,1,0.191,medical,RENT,0
L04525,52,81866,23033,60,20.44,544,19,3,0.281,vacation,OWN,0
L04526,36,55670,43355,12,20.91,804,28,6,0.779,education,RENT,0
L04527,37,27679,12129,48,5.29,628,15,6,0.438,medical,MORTGAGE,0
L04528,34,63938,32358,24,23.13,495,29,1,0.506,debt_consolidation,MORTGAGE,0
L04529,56,77769,15907,12,19.78,361,13,2,0.205,vacation,MORTGAGE,0
L04530,32,72490,23637,60,19.59,324,4,7,0.326,home_improvement,OWN,0
L04531,42,54475,40196,12,6.55,677,22,1,0.738,education,OWN,0
L04532,32,50779,24369,48,9.42,594,18,5,0.48,car,OWN,0
L04533,51,54331,31481,36,23.28,351,3,1,0.579,car,RENT,0
L04534,56,77054,33681,36,14.51,339,23,6,0.437,debt_consolidation,MORTGAGE,1
L04535,43,68686,4589,24,12.56,756,21,7,0.067,home_improvement,MORTGAGE,0
L04536,59,48056,25560,24,20.96,301,23,8,0.532,home_improvement,MORTGAGE,0
L04537,52,47603,5034,48,6.66,768,10,3,0.106,medical,MORTGAGE,0
L04538,35,46329,2169,24,12.92,405,1,3,0.047,car,OWN,0
L04539,45,35836,28913,36,12.14,515,12,1,0.807,medical,RENT,0
L04540,53,79333,5239,48,11.65,713,15,3,0.066,home_improvement,MORTGAGE,0
L04541,57,40819,5415,48,10.85,509,8,5,0.133,debt_consolidation,RENT,0
L04542,53,63824,21952,48,8.99,357,15,6,0.344,debt_consolidation,MORTGAGE,0
L04543,36,43094,13408,12,8.29,342,6,3,0.311,vacation,RENT,0
L04544,64,46409,5484,24,17.17,437,15,4,0.118,debt_consolidation,RENT,0
L04545,56,52950,20225,60,22.47,788,12,5,0.382,car,MORTGAGE,0
L04546,24,64814,16923,36,14.67,768,4,5,0.261,vacation,MORTGAGE,0
L04547,37,50333,22936,24,10.66,688,26,9,0.456,car,MORTGAGE,0
L04548,26,34494,41612,36,8.02,497,14,8,1.206,medical,RENT,0
L04549,42,55343,21410,24,20.77,501,6,1,0.387,medical,MORTGAGE,0
L04550,31,41199,31997,60,23.46,491,17,2,0.777,debt_consolidation,OWN,0
L04551,40,82789,38733,36,11.63,406,26,5,0.468,vacation,OWN,0
L04552,46,50320,41952,60,10.53,626,19,3,0.834,car,MORTGAGE,0
L04553,25,42976,23863,36,16.43,656,22,7,0.555,car,MORTGAGE,0
L04554,50,90546,7380,12,19.73,800,1,6,0.082,home_improvement,RENT,0
L04555,40,68300,22710,12,13.65,583,7,2,0.333,debt_consolidation,OWN,0
L04556,64,38858,17285,36,16.97,767,29,8,0.445,education,OWN,0
L04557,23,40763,29260,36,18.61,807,9,5,0.718,medical,MORTGAGE,0
L04558,31,63535,34879,60,23.25,405,9,6,0.549,education,RENT,0
L04559,64,55782,18143,48,8.14,593,10,8,0.325,home_improvement,MORTGAGE,0
L04560,46,71023,9413,36,23.95,365,20,6,0.133,medical,MORTGAGE,0
L04561,41,43071,33578,24,12.45,494,28,3,0.78,medical,RENT,0
L04562,40,67619,16726,24,18.74,487,20,7,0.247,car,RENT,0
L04563,44,15000,29015,24,15.88,346,7,4,1.934,medical,OWN,1
L04564,45,52220,7983,12,14.25,661,15,6,0.153,vacation,MORTGAGE,0
L04565,32,43890,21178,60,18.26,836,15,6,0.483,medical,OWN,0
L04566,55,46809,28990,12,12.52,786,28,5,0.619,vacation,MORTGAGE,0
L04567,49,53148,12321,24,7.4,545,28,1,0.232,medical,OWN,0
L04568,26,75493,45829,36,14.29,477,27,8,0.607,home_improvement,MORTGAGE,0
L04569,26,34227,38366,24,14.92,414,16,2,1.121,car,RENT,0
L04570,42,15615,36294,36,8.84,464,5,4,2.324,home_improvement,RENT,0
L04571,33,36315,42677,60,22.78,518,17,3,1.175,car,MORTGAGE,0
L04572,25,73403,36737,48,9.32,496,16,6,0.5,home_improvement,MORTGAGE,0
L04573,63,25390,43911,36,12.78,700,11,1,1.729,debt_consolidation,OWN,1
L04574,41,44704,19886,12,7.94,375,14,9,0.445,medical,OWN,0
L04575,59,70112,46296,24,15.18,725,28,5,0.66,medical,OWN,0
L04576,46,53948,24791,24,10.85,586,6,5,0.46,debt_consolidation,RENT,0
L04577,35,75316,10301,24,14.3,844,27,4,0.137,debt_consolidation,MORTGAGE,0
L04578,32,18371,37122,36,9.27,598,13,4,2.021,vacation,OWN,0
L04579,53,49211,40087,60,6.02,593,29,1,0.815,home_improvement,OWN,0
L04580,32,79069,34993,36,19.81,746,3,9,0.443,medical,OWN,0
L04581,39,34716,49288,12,17.18,713,16,9,1.42,vacation,MORTGAGE,0
